velocity_y,altitude,angle,downrange_distance,velocity,acceleration,q,time,velocity_x
-40.413,208.175,-0.348,1357.357,6604.461,30.648,0.0,522,6603.709
-39.853,208.135,-0.342,1363.977,6634.469,30.804,0.0,523,6634.39
-39.23,208.096,-0.335,1370.626,6665.302,30.9,0.0,524,6665.302
-38.544,208.057,-0.328,1377.307,6696.413,30.966,0.0,525,6696.378
-37.795,208.02,-0.32,1384.019,6727.802,31.121,0.0,526,6727.655
-36.983,207.982,-0.311,1390.763,6759.469,31.37,0.0,527,6759.158
-36.108,207.946,-0.303,1397.537,6790.042,31.71,0.0,528,6790.042
-35.17,207.911,-0.293,1404.344,6823.106,32.051,0.0,529,6823.024
-34.169,207.877,-0.284,1411.183,6855.597,32.362,0.0,530,6855.452
-33.105,207.843,-0.273,1418.055,6887.819,32.674,0.0,531,6887.819
-31.978,207.811,-0.263,1424.959,6921.691,33.044,0.0,532,6921.286
-30.788,207.781,-0.252,1431.897,6954.2,33.411,0.0,533,6954.2
-29.535,207.751,-0.24,1438.868,6988.08,33.718,0.0,534,6988.08
-28.218,207.723,-0.228,1445.873,7022.534,33.907,0.0,535,7022.534
-26.839,207.696,-0.216,1452.913,7056.136,34.068,0.0,536,7056.136
-25.397,207.67,-0.204,1459.986,7090.867,34.228,0.0,537,7090.867
-23.891,207.646,-0.19,1467.094,7125.589,34.418,0.0,538,7125.589
